data,Libya,Benghazi,Tripoli,Misrata,Aljufra,Ejdabia,Aljfara,Azzawya,Sebha,Alkufra,Murzuq
5. Non-formal education at home,"","","","","","","","","","",""
Average,0.0797872340425532,0,0.0810810810810811,0.0196078431372549,0,0,0,0.234042553191489,,0,0
6. Non formal education at faith-based organization,"","","","","","","","","","",""
Average,0.00531914893617021,0,0,0,0,0,0,0,,0.166666666666667,0
7. Non formal education at community centre,"","","","","","","","","","",""
Average,0.0106382978723404,0,0.0540540540540541,0,0,0,0,0,,0,0
8. Non formal education at Museum/libraries,"","","","","","","","","","",""
Average,0,0,0,0,0,0,0,0,,0,0
"9, Homeschooling/self-learning","","","","","","","","","","",""
Average,0.0797872340425532,0,0.027027027027027,0.0588235294117647,0,0,0,0.212765957446809,,0,0.0625
Other (please specify),"","","","","","","","","","",""
Average,0,0,0,0,0,0,0,0,,0,0
nonformal_education_girls_calc,"","","","","","","","","","",""
Average,0.223404255319149,0.142857142857143,0.216216216216216,0.176470588235294,0,0,1,0.446808510638298,,0.166666666666667,0.0625
How often do your children have access to non-formal education?,"","","","","","","","","","",""
Never,53,42,39,68,80,85,100,43,20,36,80
Five days a week,16,33,23,19,10,0,0,11,13,45,8
Between four and two times per week,10,8,4,2,0,0,0,21,27,18,8
Prefer not to answer,8,17,21,8,10,0,0,1,13,0,4
Few days per month,7,0,5,3,0,15,0,12,13,0,0
Once per week,6,0,7,0,0,0,0,13,13,0,0
What type of formal education do refugee and migrant children have access to in this baladiya?  ,"","","","","","","","","","",""
No access to education,23,43,21,24,58,3,0,10,17,11,11
Public school,22,29,27,26,36,14,100,41,1,12,14
Private school,30,28,16,32,35,3,100,84,45,19,4
Koranic school,19,16,7,24,10,3,100,64,10,27,11
Other (please specify),1,0,2,1,0,0,0,6,0,0,0
Don't know,34,25,32,22,4,83,0,2,31,44,71
Prefer not to answer,1,1,2,1,0,0,0,0,0,4,4
What kinds of non-formal education do refugee and migrant children have access to in this location?,"","","","","","","","","","",""
No access to non formal education,25,48,32,26,68,7,0,7,4,6,13
Attending formal Libyan school unofficially,5,2,4,5,7,4,0,2,1,15,3
Attending unofficial or unrecognised private school,10,1,8,19,6,1,100,29,23,2,0
Non formal education at NGO centre,3,1,7,2,0,1,100,17,2,0,0
Employer providing professional training,4,1,0,3,0,0,0,37,0,0,0
Non-formal education at home,12,2,3,6,7,1,0,73,15,5,1
Non formal education at faith-based organization,10,0,4,13,9,1,0,42,5,10,2
Non formal education at community centre,3,1,7,4,0,0,0,14,2,0,0
Non formal education at Museum/libraries,1,0,0,0,0,0,0,10,1,0,0
"9, Homeschooling/self-learning",12,13,1,6,5,2,0,50,15,14,0
Other (please specify),0,0,0,1,0,1,0,1,1,0,1
Don't know,42,34,40,33,15,85,0,3,35,55,80
Prefer not to answer,1,1,3,1,0,0,0,0,0,5,4
Do you feel like you are in danger in this baladiya?,"","","","","","","","","","",""
No,71,99,46,64,99,87,0,63,43,51,72
Yes,26,1,51,33,0,10,100,37,56,49,3
Don't know,4,1,3,3,0,3,0,0,1,0,24
Prefer not to answer,0,0,1,0,0,1,0,0,0,0,1
Why do you feel in danger?,"","","","","","","","","","",""
I have no one who can help me,26,0,13,45,0,11,0,13,27,39,0
I am afraid of or affected by conflict in my area,31,0,28,27,0,11,100,34,22,42,60
I am afraid of being robbed,35,100,35,45,0,44,0,61,31,17,60
I was previously robbed,26,0,39,18,0,22,0,58,24,4,0
I am afraid of being arrested because of lack of documents,23,0,21,12,100,33,0,39,9,32,0
I was previously arrested because lack of documents,11,0,9,4,0,11,0,44,5,3,0
I am afraid of being arrested for other reasons (not related to documents),9,0,14,5,0,0,0,19,5,7,20
I was previously arrested for other reasons (not related to documents),7,0,10,2,0,22,0,21,3,0,0
I was previously threatened,8,0,11,9,0,0,0,11,9,2,0
I am afraid of being held captive or detained against my will,17,0,15,5,0,6,0,8,15,37,0
I was previously held captive or detained against my will,6,0,11,2,0,0,0,13,6,1,0
I am afraid of being kidnapped. ,18,0,24,11,0,0,0,29,18,13,20
I was previously kidnapped,5,0,15,4,0,0,0,8,1,0,0
I am afraid of being tortured,13,0,16,2,0,0,0,6,14,25,0
I was previously tortured,5,0,11,2,0,0,50,2,9,1,0
I am afraid of being physically harassed (not sexually),6,0,3,5,0,0,0,15,3,7,0
I previously suffered from physical harassment (not sexual),1,0,1,2,0,0,0,6,0,0,0
I previously suffered from verbal harassment,16,0,18,5,0,22,0,37,8,13,0
I am afraid of being sexually harassed,2,0,4,0,0,0,0,2,1,2,0
I previously suffered from sexual harassment,1,0,2,0,0,0,0,2,0,0,0
I am afraid of or affected by enviromental hazards,0,0,0,0,0,0,0,3,0,0,0
I am afraid of or affected by mine/ UXO risks,1,0,1,0,0,0,0,2,0,2,0
Other (please specify),0,0,0,0,0,0,0,0,0,1,0
Don't know,1,0,0,5,0,0,0,0,0,0,0
Prefer not to answer,0,0,1,0,0,0,0,0,0,0,0
You said that you feel in danger in this baladiya. How do you try to avoid these risks?,"","","","","","","","","","",""
There is nothing I can do to avoid the risk,9,0,13,36,0,0,0,0,4,2,20
I avoid walking/staying alone,44,0,40,45,100,73,50,75,53,18,80
I avoid walking out at night time,70,100,71,57,100,82,100,93,54,72,80
I am cautious not to be noticed by strangers,12,0,13,8,0,9,50,9,20,9,0
I avoid taking always the same streets/routines,12,0,13,2,100,9,0,18,26,4,0
I always carry my belongings/savings with me,4,0,1,2,0,0,0,5,9,2,0
I hand my belongings/savings to a friend in Libya,9,0,1,0,0,18,0,20,14,8,40
I use a cashier,2,0,0,0,0,0,0,4,5,0,0
I carry a weapon to defend myself,3,0,1,0,0,0,0,15,4,1,0
I lock up the house,26,0,22,15,0,27,0,45,14,34,20
I move to another location,2,0,1,0,0,9,0,2,0,4,20
I stay inside/hidden until the situation improved,7,0,3,0,0,0,0,27,11,3,0
I seek protection by a Libyan,16,0,8,2,0,18,0,51,14,12,0
I seek protection by other refugees or migrants,4,0,1,0,0,0,0,16,7,2,0
Other (please specify),1,0,1,0,0,0,0,0,0,3,0
Don't know,0,0,1,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0
What would make you feel safer/less vulnerable to the dangers in Libya?,"","","","","","","","","","",""
Having a shelter,26,100,34,45,100,28,50,16,20,20,0
Being with family or friends,36,0,49,38,0,17,50,65,35,13,0
Having a phone to communicate and ask for help,12,0,12,9,0,22,0,24,1,14,0
Having more economic resources,5,0,13,9,0,17,50,2,0,0,20
Being able to speak Arabic,23,100,26,7,0,33,0,56,4,26,0
Having the support of a Libyan person,45,100,16,30,100,67,50,71,52,52,40
Having official or ID documents,23,0,23,9,100,50,0,55,16,13,0
Having a job,8,0,19,9,100,6,0,11,0,5,0
Knowing other migrants who speak my language,17,0,15,11,0,17,0,19,24,12,40
Being a man,6,0,5,2,0,28,0,2,1,13,0
Being a woman ,5,0,0,0,0,0,0,35,0,0,0
Other (please specify),1,0,1,2,0,0,0,0,0,0,20
Don't know,3,0,5,9,0,0,0,0,0,2,40
Prefer not to answer,0,0,1,0,0,0,0,0,0,0,0
Property documents,19,,9,20,0,0,,12,0,86,
Family book,19,,9,20,0,0,,44,7,0,
Certificate of nationality,28,,18,0,100,11,,65,0,0,
Passport,72,,59,80,100,67,,94,33,79,
National ID card,28,,14,0,0,0,,47,60,0,
Residence Certificate,55,,50,40,100,89,,50,100,7,
Birth certificate,8,,5,0,0,0,,9,27,0,
Refugee card,31,,18,0,100,11,,68,13,0,
Other (please specify),1,,5,0,0,0,,0,0,0,
Don't know,2,,9,0,0,0,,0,0,0,
Prefer not to answer,0,,0,0,0,0,,0,0,0,
What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?,"","","","","","","","","","",""
None,32,76,20,28,38,53,50,5,2,1,65
Being robbed,41,12,27,36,53,31,0,81,85,37,8
Being threatened with violence,14,3,18,18,1,9,0,41,23,19,2
Being kidnapped ,15,0,28,24,0,0,0,51,36,4,0
Suffering from torture ,4,0,10,5,1,0,0,7,11,8,0
Suffering from physical harassment (not sexual) ,9,1,10,8,6,8,0,13,9,22,2
Suffering from verbal harassment ,17,5,10,10,4,23,50,45,16,38,2
Suffering from sexual harrassment,3,0,6,5,0,0,0,15,2,4,0
Being killed,6,0,8,8,0,0,50,22,23,0,0
Being arrested or detained ,15,2,26,6,0,13,0,26,24,37,0
Being exploited,19,3,12,8,41,1,0,53,3,37,1
Other (please specify),0,0,0,0,0,0,0,1,0,0,0
Don't know,8,3,15,19,0,2,0,1,4,8,26
Prefer not to answer,0,0,1,1,0,0,0,0,0,0,1
Are girls and boys affected differently by the dangerous situations you mentioned?,"","","","","","","","","","",""
Boys are more affected,51,12,19,31,100,58,100,35,54,54,79
Girls are more affected,29,29,61,45,0,5,0,65,29,11,0
No,20,60,19,24,0,38,0,0,18,36,21
Have you been able to move freely around this baladiya during all of the last year?,"","","","","","","","","","",""
Yes,71,78,56,77,99,88,100,78,51,31,76
No,26,21,39,20,1,11,0,22,49,66,12
Don't know,2,1,4,2,0,2,0,0,0,1,11
Prefer not to answer,0,1,0,1,0,0,0,0,0,2,1
Why were you unable to move freely around this baladiya?,"","","","","","","","","","",""
Conflict or insecurity,65,88,62,40,0,0,,76,77,72,50
Lack of money to travel,13,2,15,11,0,17,,11,11,12,50
Lack of means of  transportation,7,2,4,9,0,0,,5,7,8,35
I was kidnapped,4,0,16,6,0,0,,11,0,0,0
I was arrested or detained,11,2,14,6,0,22,,38,13,5,0
I was afraid of being arrested,41,10,32,40,100,57,,46,44,53,10
Other (please specify),2,0,4,3,0,0,,0,0,2,0
Don't know,1,0,0,9,0,0,,0,0,0,10
Prefer not to answer,1,0,1,6,0,0,,0,0,0,15
How long were you unable to move freely for?,"","","","","","","","","","",""
more than a year,33,2,48,31,0,0,,3,48,40,25
three to less than six months,14,0,16,3,50,60,,24,13,12,5
six months to a year,14,0,16,20,0,5,,27,10,16,20
less than one week,11,78,1,3,0,0,,3,11,3,5
one to less than three months,9,0,12,3,50,25,,8,6,10,0
two weeks - less than one month,8,5,4,0,0,10,,24,6,11,0
one week - less than two weeks,5,10,0,3,0,0,,11,6,6,5
Don't know,5,5,0,29,0,0,,0,0,1,40
Prefer not to answer,1,0,1,9,0,0,,0,0,1,0
Presence of explosive hazards,"","","","","","","","","","",""
No,91,95,96,94,100,99,100,59,88,82,99
Yes,8,4,3,4,0,0,0,41,11,17,0
Prefer not to answer,1,1,1,2,0,1,0,0,2,1,1
What course of action did you take?,"","","","","","","","","","",""
No action taken,69,75,40,100,,,,48,89,94,
Contacted local authorities,20,12,0,0,,,,39,0,0,
Contacted hotline/emergency services                      ,3,0,0,0,,,,7,0,0,
"Self-help (i.e., cleared the explosive hazard themselves)",3,12,0,0,,,,3,11,0,
Don't know,3,0,60,0,,,,0,0,3,
Contacted a mine action authority (specify),1,0,0,0,,,,3,0,0,
Prefer not to answer,1,0,0,0,,,,0,0,3,
Have you received any form of information on the risk of explosive hazards? ,"","","","","","","","","","",""
No,82,71,96,94,100,91,100,56,34,85,96
Yes,17,29,2,5,0,7,0,44,65,8,1
Don't know,2,1,2,2,0,1,0,1,1,6,2
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,1
"From what source? 
","","","","","","","","","","",""
Training session                      ,1,2,25,0,,0,,3,0,0,0
Presentation/briefing,8,2,0,0,,0,,18,9,0,0
Community representative (i.e.m a focal point going around talking to people),36,70,25,12,,7,,60,13,6,0
Social media ,51,77,25,12,,36,,79,25,44,0
Conventional media (TV/radio/newspaper),42,30,0,12,,71,,77,34,0,0
"Posters, flyers, or other printed material ",41,30,25,12,,14,,71,31,50,0
School,4,0,25,0,,0,,4,5,0,0
Other (please specify),2,0,0,0,,0,,0,3,11,100
Don't know,2,0,25,50,,0,,0,0,0,0
Prefer not to answer,0,0,0,0,,0,,0,0,0,0
"Have you been harmed as a result of being exposed to an explosive hazards in the past? (Do not include being harmed by a household or work-related explosion, such as from a gas cylinder. This question relates only to weapons-related explosions.)","","","","","","","","","","",""
No,99,99,98,94,100,99,100,99,100,100,98
Yes,1,1,1,5,0,1,0,1,0,0,0
Prefer not to answer,0,0,1,1,0,0,0,0,0,0,2
"Have you received any received any rehabilitation, health care, special assistance, or government assistance for your injury or impairment?","","","","","","","","","","",""
"Yes, financial support",14,100,0,11,,0,,0,,,
"Yes, psychological and psychosocial support",7,100,0,0,,0,,0,,,
"Yes, support in physical therapy and functional rehabilitation",7,0,100,0,,0,,0,,,
"Yes, donation of mobility devices (wheelchairs, crutches, etc.)",0,0,0,0,,0,,0,,,
"Yes, donation of prosthesis & orthotics (artificial limb, externally applied device, etc.)",0,0,0,0,,0,,0,,,
Assistance needed but none received,43,0,0,44,,50,,100,,,
Do not need assistance,14,0,0,11,,50,,0,,,
Other (please specify),0,0,0,0,,0,,0,,,
Don't know,7,0,0,11,,0,,0,,,
Prefer not to answer,14,0,0,22,,0,,0,,,
Public hospital ,18,0,33,50,,,,,,0,0
Private clinic,0,0,0,0,,,,,,0,0
Family,9,0,0,50,,,,,,0,0
Private donations,18,100,33,0,,,,,,0,0
Local NGO,0,0,0,0,,,,,,0,0
Municipal authorities,0,0,0,0,,,,,,0,0
Religious authorities,0,0,0,0,,,,,,0,0
International NGO,18,0,33,50,,,,,,0,0
Social Solidarity Fund,0,0,0,0,,,,,,0,0
Libyan doctor outside medical facility ,9,0,33,0,,,,,,0,0
Non-Libyan doctor ,9,0,0,50,,,,,,0,0
Other (please specify),0,0,0,0,,,,,,0,0
Don't know,9,0,0,0,,,,,,0,25
Prefer not to answer,36,0,0,0,,,,,,100,75
Which of the following services have you needed to access during the past year in Libya?,"","","","","","","","","","",""
None,38,71,10,17,63,36,0,26,25,24,55
"Public hospital, ",23,11,46,45,24,8,100,40,8,16,10
"Private hospital or clinic, ",20,21,30,33,8,14,100,35,5,19,20
Mental health and psychosocial support,3,0,7,2,0,0,0,21,2,0,0
Sexual and reproductive health services,3,0,3,2,0,0,0,22,1,0,0
Gender-based violence assistance,2,1,1,3,0,1,0,9,5,0,0
"Public education, ",5,1,10,13,1,1,0,12,6,2,8
Private education,4,2,10,11,0,0,0,13,1,0,1
"Banking, ",9,7,4,8,5,11,0,31,15,3,1
"Police assistance, ",8,1,10,5,1,8,0,49,10,1,0
"Rental accommodation, ",15,5,32,17,1,30,0,25,12,14,6
Legal services (solicitor/lawyer),4,1,3,2,1,3,0,31,2,0,1
Assistance from humanitarian organisations,13,3,33,15,2,13,0,15,7,28,1
Transport,8,2,10,22,0,19,0,4,1,14,1
Information on available basic services,6,3,7,2,0,5,0,10,11,18,1
Other (please specify),1,1,0,0,0,6,0,0,0,1,0
Don't know,2,0,2,4,0,1,0,0,1,0,10
Prefer not to answer,0,0,0,0,0,1,0,0,1,0,1
"1. Public hospital,","","","","","","","","","","",""
Was able to access without assistance,45,57,41,21,77,47,50,82,0,14,12
Was able to access with the help of Libyan friends or colleagues,36,43,30,31,20,47,0,18,46,83,88
Was not able to access,19,0,29,48,3,7,50,0,54,3,0
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,18,,12,19,0,0,100,,29,0,
I had no money to pay for it,35,,48,32,50,0,0,,14,0,
I was unable to move freely,14,,20,3,0,0,0,,43,100,
I had no documents to access it,20,,28,14,0,100,0,,14,100,
There was poor access or transport to the service,4,,8,0,0,0,0,,14,0,
I did not know where to find the service,8,,16,3,0,100,0,,0,0,
I could not speak the language of the service providers,5,,8,5,0,0,0,,0,0,
Other (please specify),4,,0,5,50,0,0,,0,0,
Don't know,18,,0,35,0,0,0,,0,0,
Prefer not to answer,0,,0,0,0,0,0,,0,0,
2. Private hospital,"","","","","","","","","","",""
Was able to access without assistance,44,78,23,39,89,35,50,75,25,14,18
Was able to access with the help of Libyan friends or colleagues,43,22,34,42,5,62,50,24,25,86,82
Was not able to access,12,0,43,19,5,4,0,2,50,0,0
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,14,,12,9,0,0,,0,50,,
I had no money to pay for it,76,,83,73,100,100,,100,25,,
I was unable to move freely,0,,0,0,0,0,,0,0,,
I had no documents to access it,14,,17,0,0,100,,0,25,,
There was poor access or transport to the service,5,,4,9,0,0,,0,0,,
I did not know where to find the service,2,,0,9,0,0,,0,0,,
I could not speak the language of the service providers,2,,0,9,0,0,,0,0,,
Other (please specify),0,,0,0,0,0,,0,0,,
Don't know,2,,0,9,0,0,,0,0,,
Prefer not to answer,0,,0,0,0,0,,0,0,,
3. Public education,"","","","","","","","","","",""
Was not able to access,49,0,67,70,50,0,,20,90,50,15
Was able to access without assistance,35,50,28,22,50,50,,50,0,25,69
Was able to access with the help of Libyan friends or colleagues,16,50,6,9,0,50,,30,10,25,15
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,17,,17,6,0,,,50,11,0,100
I had no money to pay for it,37,,42,50,100,,,75,0,0,0
I was unable to move freely,9,,17,6,0,,,0,11,0,0
I had no documents to access it,39,,33,31,0,,,75,44,100,0
There was poor access or transport to the service,9,,25,0,0,,,25,0,0,0
I did not know where to find the service,7,,17,6,0,,,0,0,0,0
I could not speak the language of the service providers,9,,0,0,0,,,75,11,0,0
Other (please specify),4,,8,6,0,,,0,0,0,0
Don't know,9,,0,19,0,,,0,11,0,0
Prefer not to answer,2,,0,0,0,,,0,11,0,0
4. Private education,"","","","","","","","","","",""
Was not able to access,45,0,56,53,0,,,38,100,,0
Was able to access with the help of Libyan friends or colleagues,29,0,28,11,0,,,57,0,,0
Was able to access without assistance,26,100,17,37,100,,,5,0,,100
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,13,,20,10,,,,12,0,,
I had no money to pay for it,63,,60,40,,,,100,50,,
I was unable to move freely,3,,0,0,,,,12,0,,
I had no documents to access it,30,,20,10,,,,62,50,,
There was poor access or transport to the service,7,,10,0,,,,0,50,,
I did not know where to find the service,13,,20,10,,,,12,0,,
I could not speak the language of the service providers,23,,0,0,,,,88,0,,
Other (please specify),0,,0,0,,,,0,0,,
Don't know,17,,0,50,,,,0,0,,
Prefer not to answer,0,,0,0,,,,0,0,,
5. Banking,"","","","","","","","","","",""
Was not able to access,49,31,75,64,100,10,,29,100,0,100
Was able to access with the help of Libyan friends or colleagues,32,38,12,0,0,62,,56,0,14,0
Was able to access without assistance,19,31,12,36,0,29,,15,0,86,0
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,36,0,17,0,77,0,,47,35,,0
I had no money to pay for it,18,0,0,0,0,0,,87,4,,0
I was unable to move freely,4,0,0,0,0,0,,13,4,,0
I had no documents to access it,45,75,0,44,0,50,,80,50,,100
There was poor access or transport to the service,13,50,33,11,0,0,,13,8,,100
I did not know where to find the service,14,0,50,44,0,100,,13,0,,0
I could not speak the language of the service providers,13,0,0,11,0,0,,53,4,,0
Other (please specify),9,0,0,0,54,0,,0,0,,0
Don't know,4,0,0,22,0,0,,0,4,,0
Prefer not to answer,0,0,0,0,0,0,,0,0,,0
6. Police assistance,"","","","","","","","","","",""
Was able to access with the help of Libyan friends or colleagues,60,100,22,0,100,100,,75,12,100,
Was not able to access,27,0,78,88,0,0,,4,88,0,
Was able to access without assistance,12,0,0,12,0,0,,21,0,0,
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,28,,21,0,,,,0,53,,
I had no money to pay for it,8,,7,0,,,,33,7,,
I was unable to move freely,10,,21,0,,,,33,0,,
I had no documents to access it,31,,29,14,,,,33,40,,
There was poor access or transport to the service,3,,0,0,,,,0,7,,
I did not know where to find the service,10,,21,14,,,,0,0,,
I could not speak the language of the service providers,8,,7,0,,,,67,0,,
Other (please specify),10,,14,29,,,,0,0,,
Don't know,10,,0,57,,,,0,0,,
Prefer not to answer,3,,7,0,,,,0,0,,
7. Rental accommodation,"","","","","","","","","","",""
Was able to access with the help of Libyan friends or colleagues,65,56,51,57,0,84,,78,14,84,90
Was not able to access,18,0,27,23,50,4,,2,86,0,10
Was able to access without assistance,17,44,22,20,50,12,,20,0,16,0
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,0,,0,0,0,0,,0,0,,0
I had no money to pay for it,65,,75,29,100,50,,100,72,,0
I was unable to move freely,0,,0,0,0,0,,0,0,,0
I had no documents to access it,13,,0,0,0,0,,0,33,,0
There was poor access or transport to the service,2,,6,0,0,0,,0,0,,0
I did not know where to find the service,22,,19,29,0,50,,100,11,,100
I could not speak the language of the service providers,2,,0,0,0,0,,0,6,,0
Other (please specify),0,,0,0,0,0,,0,0,,0
Don't know,7,,0,43,0,0,,0,0,,0
Prefer not to answer,0,,0,0,0,0,,0,0,,0
8. Legal services (solicitor/lawyer),"","","","","","","","","","",""
Was able to access with the help of Libyan friends or colleagues,76,0,0,100,0,80,,92,0,,100
Was not able to access,14,0,100,0,0,0,,2,100,,0
Was able to access without assistance,10,100,0,0,100,20,,6,0,,0
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,10,,0,,,,,0,25,,
I had no money to pay for it,50,,60,,,,,0,50,,
I was unable to move freely,10,,0,,,,,100,0,,
I had no documents to access it,10,,0,,,,,0,25,,
There was poor access or transport to the service,10,,20,,,,,0,0,,
I did not know where to find the service,10,,20,,,,,0,0,,
I could not speak the language of the service providers,10,,0,,,,,100,0,,
Other (please specify),0,,0,,,,,0,0,,
Don't know,0,,0,,,,,0,0,,
Prefer not to answer,0,,0,,,,,0,0,,
9. Assistance from humanitarian organisations ,"","","","","","","","","","",""
Was not able to access,47,60,61,92,100,75,,4,73,11,50
Was able to access with the help of Libyan friends or colleagues,43,40,11,4,0,25,,92,18,85,50
Was able to access without assistance,10,0,27,4,0,0,,4,9,3,0
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,10,33,21,0,0,0,,0,0,14,0
I had no money to pay for it,3,0,3,4,0,0,,100,0,0,0
I was unable to move freely,10,0,11,4,0,6,,0,25,29,0
I had no documents to access it,7,33,3,0,0,0,,100,12,43,0
There was poor access or transport to the service,5,0,8,0,0,0,,100,0,14,0
I did not know where to find the service,71,67,61,61,100,94,,0,88,71,100
I could not speak the language of the service providers,2,0,0,4,0,0,,100,0,0,0
Other (please specify),0,0,0,0,0,0,,0,0,0,0
Don't know,11,0,8,35,0,0,,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,,0,0,0,0
10. Transport,"","","","","","","","","","",""
Was able to access without assistance,58,33,47,66,,97,,57,50,13,0
Was able to access with the help of Libyan friends or colleagues,32,0,21,21,,3,,43,0,87,100
Was not able to access,10,67,32,13,,0,,0,50,0,0
Why did you not have access to this service?,"","","","","","","","","","",""
I was deliberately excluded by the service providers,0,0,0,0,,,,,0,,
I had no money to pay for it,64,50,83,40,,,,,100,,
I was unable to move freely,14,50,0,20,,,,,0,,
I had no documents to access it,0,0,0,0,,,,,0,,
There was poor access or transport to the service,0,0,0,0,,,,,0,,
I did not know where to find the service,0,0,0,0,,,,,0,,
I could not speak the language of the service providers,0,0,0,0,,,,,0,,
Other (please specify),0,0,0,0,,,,,0,,
Don't know,21,0,0,60,,,,,0,,
Prefer not to answer,7,0,17,0,,,,,0,,
Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?,"","","","","","","","","","",""
No,38,62,58,39,1,45,100,23,0,81,35
"Yes, I encountered boys working",36,27,19,35,65,43,0,49,38,13,29
"Yes, I encountered both boys and girls working",17,4,17,12,32,8,0,25,54,0,0
Don't know,6,1,5,9,0,3,0,2,4,6,32
"Yes, I encounter girls working",2,3,1,4,2,2,0,1,2,0,0
Prefer not to answer,1,3,1,0,0,0,0,1,1,0,4
How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?,"","","","","","","","","","",""
11-20; ,37,43,37,26,29,26,,57,48,10,33
1-10; ,31,52,41,37,7,59,,33,25,90,20
21-50; ,17,3,13,18,26,3,,10,25,0,24
51-100; ,9,1,3,11,29,0,,0,0,0,2
more than 100,3,0,3,6,10,0,,0,1,0,0
Don't know,3,0,3,2,0,12,,0,0,0,20
Prefer not to answer,0,0,0,0,0,0,,0,1,0,0
"Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?","","","","","","","","","","",""
No,62,68,55,44,99,60,100,50,5,89,58
Yes,27,26,30,35,1,26,0,39,82,3,17
Don't know,11,2,14,20,0,15,0,10,12,8,23
Prefer not to answer,1,5,1,1,0,0,0,1,1,0,3
What are your migration intentions for the next 6 months?,"","","","","","","","","","",""
Stay in my current location in Libya,46,81,26,59,46,69,50,37,31,33,30
Leave Libya,34,8,60,27,33,19,50,38,49,40,35
Move to another location in Libya,15,8,4,6,21,10,0,23,21,21,21
Don't know,4,2,9,6,0,2,0,2,0,6,10
Prefer not to answer,1,2,2,1,0,1,0,0,0,0,4
Why do you have these migration intentions?,"","","","","","","","","","",""
For employment/economic reasons,71,96,51,57,72,79,50,79,63,72,68
For security reasons,22,12,49,14,1,7,50,43,47,25,15
To be with family/friends,13,9,13,18,2,12,0,34,14,14,6
I came to Libya with the plan to travel to another country,9,2,19,4,11,7,0,18,7,4,10
I came to Libya with the plan to return home after a short amount of time,8,1,6,6,17,3,0,7,1,4,25
Other (please specify),3,0,5,12,0,2,0,5,0,0,1
Don't know,2,0,4,11,0,2,50,0,0,0,1
Prefer not to answer,2,0,4,1,0,2,0,1,0,13,1
How long do you plan to stay in Libya for?,"","","","","","","","","","",""
More than 1 year,55,56,42,62,84,32,100,79,46,27,55
Don't know,24,26,45,24,1,26,0,2,38,57,14
Between 6 and 12 months,21,18,11,14,15,41,0,19,16,15,31
Prefer not to answer,0,0,2,0,0,1,0,0,0,1,0
Where do you want to go after Libya?,"","","","","","","","","","",""
Europe,61,81,80,43,49,61,100,81,67,54,29
Return to home country,34,12,13,51,51,33,0,17,21,45,66
Elsewhere,3,0,5,2,0,0,0,0,9,1,2
Don't know,1,6,1,2,0,3,0,0,1,0,2
Another African country,1,0,1,0,0,0,0,2,2,0,2
Prefer not to answer,0,0,0,2,0,3,0,0,0,0,0
What are your top 3 priority needs?,"","","","","","","","","","",""
Access to cash,73,84,69,69,91,73,100,77,27,81,71
Food,54,62,60,70,97,58,50,59,26,10,39
Water,12,9,23,23,6,15,50,4,17,0,12
Shelter support,20,7,34,23,7,23,50,6,41,28,13
Medical care,34,55,40,43,5,30,50,26,58,49,7
Sanitation services,2,2,2,3,0,1,0,4,5,0,1
Electricity or fuel,8,1,5,4,0,0,0,23,34,5,7
Access to means of communication (mobile phone network coverage or mobile phone credit),4,16,2,1,0,1,0,1,0,3,17
Household or hygiene items,2,1,2,2,1,3,0,2,3,2,1
Employment (livelihood opportunities),44,24,16,23,86,54,0,33,11,72,55
Vocational training,5,1,7,6,0,1,0,3,13,13,1
Education for children,7,4,9,9,1,2,0,25,15,4,1
Child-friendly spaces or activities,1,2,1,1,0,0,0,2,0,0,4
"Explosive hazard clearance, risk education, or services for survivors",1,0,0,1,0,0,0,1,8,0,0
Gender-based violence support,2,4,1,1,0,0,0,2,8,1,0
"Psychosocial support (e.g., counseling)",4,11,2,1,0,1,0,9,6,3,5
"Legal assistance (e.g., civil documentation, house/land/property, family law)",4,11,3,3,0,2,0,13,6,2,0
Other (please specify),1,2,2,2,3,1,0,0,1,1,0
Don't know,0,0,0,1,0,0,0,0,0,0,1
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,1
Did you receive humanitarian assistance during the previous 6 months?,"","","","","","","","","","",""
No,83,89,68,90,98,85,50,66,77,86,82
Yes,16,11,30,9,2,13,50,34,22,11,14
Don't know,1,0,1,1,0,2,0,0,0,2,1
Prefer not to answer,1,0,1,0,0,0,0,0,1,1,3
